S.No.,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3155,Maruti Omni 8 Seater BSII,2012,65000,Petrol,Manual,First,19.7 kmpl,796 CC,35 bhp,8,7.52928
3156,Hyundai Grand i10 1.2 Kappa Magna AT,2019,12153,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,33.225984
3157,Tata Nano Twist XT,2014,16810,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,7.77216
3158,Audi A4 30 TFSI Premium Plus,2017,61221,Petrol,Automatic,First,17.84 kmpl,1395 CC,147.51 bhp,5,105.555648
3159,Volkswagen Polo 1.2 MPI Highline,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,23.0736
3160,Maruti Alto 800 LXI,2015,63714,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,11.90112
3161,Mini Cooper 5 DOOR D,2019,14857,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,153.25728
3162,Audi A4 New 2.0 TDI Multitronic,2012,69000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5,49.7904
3163,Ford Endeavour Titanium 4X2,2019,14648,Diesel,Manual,First,12.62 kmpl,2198 CC,158 bhp,7,132.903936
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,2013,100000,Petrol,Manual,Second,15.8 kmpl,1499 CC,110 bhp,5,31.5744
3165,Hyundai Grand i10 Magna,2016,22000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,20.6448
3166,Chevrolet Sail 1.2 LS,2014,10000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5,26.7168
3167,Maruti Swift Dzire LXI,2015,107000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,19.4304
3168,Tata Zest Revotron 1.2T XM,2017,48198,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,22.58784
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,15000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,138.4416
3170,Chevrolet Cruze LTZ,2014,80073,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5,34.537536
3171,Maruti Ritz VDi,2013,85388,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,18.94464
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,14700,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,27.20256
3173,Maruti Dzire LDI,2012,150000,Diesel,Manual,Third,28.4 kmpl,1248 CC,73.75 bhp,5,10.9296
3174,Hyundai Verna 1.6 SX,2011,34994,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,18.94464
3175,Jaguar XF Diesel,2014,82536,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,139.073088
3176,Skoda Superb Elegance 1.8 TSI AT,2013,82000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,35.2176
3177,Maruti Wagon R LXI,2006,52000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,9.7152
3178,Volkswagen Polo Petrol Highline 1.2L,2011,20000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,17.0016
3179,Honda Civic 2010-2013 1.8 S MT,2011,55000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5,24.288
3180,Maruti Eeco CNG 5 Seater AC,2015,47001,CNG,Manual,First,20.0 km/kg,1196 CC,63 bhp,5,18.070272
3181,Maruti Wagon R VXI,2014,52000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,16.75872
3182,Maruti Swift Dzire VDI,2013,43284,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,21.8592
3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,23875,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,69.755136
3184,Hyundai Grand i10 Asta,2016,51866,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,26.7168
3185,Nissan Micra Diesel XV Premium,2013,69000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,14.5728
3186,Hyundai Grand i10 1.2 Kappa Asta,2017,62788,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,29.534208
3187,Volkswagen Vento Diesel Highline,2013,150000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,24.288
3188,Toyota Fortuner 4x2 AT,2015,47566,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,98.3664
3189,Hyundai Santro GS zipDrive - Euro II,2002,67000,Petrol,Manual,Third,0.0 kmpl,999 CC,null bhp,5,5.82912
3190,Toyota Innova Crysta 2.8 GX AT,2018,20300,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,87.4368
3191,Mercedes-Benz A Class A180 CDI,2015,48300,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5,85.008
3192,Hyundai EON D Lite,2013,30000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,10.20096
3193,Hyundai Elantra CRDi SX,2012,36000,Diesel,Manual,Second,22.7 kmpl,1582 CC,126.24 bhp,5,36.432
3194,Mini Cooper 3 DOOR D,2015,27641,Diesel,Automatic,Second,20.7 kmpl,1496 CC,113.98 bhp,4,120.322752
3195,Renault Duster 110PS Diesel RXZ Option,2015,60000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,42.01824
3196,Ford Endeavour 3.2 Titanium AT 4X4,2019,9000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,172.4448
3197,Toyota Corolla Altis GL MT,2014,60750,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,51.0048
3198,Mahindra XUV500 W7,2018,9000,Diesel,Manual,First,14.0 kmpl,2179 CC,155 bhp,7,63.1488
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,2012,41100,Diesel,Automatic,First,16.77 kmpl,2993 CC,261.49 bhp,5,128.7264
3200,Maruti Wagon R LX BSIII,2004,60000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,6.80064
3201,Honda City i VTEC SV,2017,38424,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,36.480576
3202,Maruti Swift VDI,2014,50000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,20.88768
3203,Honda City i-VTEC CVT VX,2015,19000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,43.47552
3204,Maruti Ertiga VDI,2015,58734,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,33.566016
3205,Renault Duster 110PS Diesel RxZ,2016,65257,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,47.3616
3206,Maruti Swift Dzire VDi,2010,130000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,19.4304
3207,Maruti Ritz VDi,2011,79000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,17.73024
3208,Mahindra XUV500 W8 4WD,2013,78000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,52.2192
3209,Honda Brio S MT,2015,49133,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,21.907776
3210,Mercedes-Benz M-Class ML 350 4Matic,2016,22769,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5,239.091072
3211,Tata Manza Club Class Quadrajet90 LS,2014,54448,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,17.97312
3212,Toyota Innova 2.5 V Diesel 7-seater,2014,158793,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,63.100224
3213,Maruti Swift VXI,2015,62088,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,20.15904
3214,Hyundai Verna 1.6 EX VTVT,2012,14800,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,21.37344
3215,Honda Mobilio S i VTEC,2015,26000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,20.6448
3216,Honda Amaze S i-Vtech,2017,32005,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,20.6448
3217,Honda City i-VTEC CVT VX,2017,35000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,37.40352
3218,Land Rover Range Rover 2.2L Dynamic,2015,52000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,193.0896
3219,Honda City i-VTEC V,2017,11000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,41.2896
3220,Mercedes-Benz E-Class 280 Elegance,2008,62000,Petrol,Automatic,First,9.5 kmpl,2997 CC,231.1 bhp,5,34.0032
3221,Ford Ikon 1.3 Flair,2002,65134,Petrol,Manual,Third,13.8 kmpl,1299 CC,70 bhp,5,3.88608
3222,Toyota Fortuner 4x2 Manual,2013,71000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,74.0784
3223,Maruti A-Star Vxi,2008,51366,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,10.9296
3224,Tata Sumo EX,2016,46300,Diesel,Manual,First,14.07 kmpl,1948 CC,83.1 bhp,7,23.55936
3225,Honda City V AT,2012,60908,Petrol,Automatic,Second,15.6 kmpl,1497 CC,116.3 bhp,5,31.185792
3226,Nissan Micra XV D,2012,93450,Diesel,Manual,Second,23.19 kmpl,1461 CC,63.12 bhp,5,12.144
3227,Hyundai Verna SX CRDi AT,2011,104000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5,27.9312
3228,Maruti 800 Std,2003,52000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,2.4288
3229,Mahindra XUV500 W8 4WD,2015,42999,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,55.959552
3230,Maruti SX4 VDI,2014,90000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5,21.8592
3231,Hyundai i20 Sportz AT 1.4,2013,72000,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,23.0736
3232,Hyundai Creta 1.6 CRDi SX,2019,54321,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,65.771904
3233,Mercedes-Benz E-Class E250 CDI Avantgrade,2015,59630,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,113.716416
3234,Toyota Fortuner 4x2 AT,2013,116000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7,93.5088
3235,Volvo S60 D4 KINETIC,2015,34000,Diesel,Automatic,First,9.0 kmpl,1984 CC,181 bhp,5,97.152
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2011,70000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,63.1488
3237,Honda Accord 2.4 Elegance M/T,2010,80000,Petrol,Manual,First,10.2 kmpl,2354 CC,180 bhp,5,19.381824
3238,Honda Amaze S i-Dtech,2015,110000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,22.58784
3239,Maruti Dzire ZDI,2013,56454,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,22.58784
3240,Maruti Swift LXI,2013,60000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,15.30144
3241,Toyota Corolla Altis G HV AT,2013,56000,Petrol,Automatic,First,14.53 kmpl,1798 CC,138.1 bhp,5,40.0752
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,2012,63000,Diesel,Automatic,Second,11.49 kmpl,4367 CC,335.3 bhp,5,315.744
3243,Maruti Swift VDI,2012,63000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,21.8592
3244,Jeep Compass 2.0 Limited Option 4X4,2017,15050,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5,85.008
3245,Maruti Swift VXI BSIV,2016,29401,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,20.936256
3246,Honda Jazz 1.2 SV i VTEC,2016,25238,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,30.11712
3247,Toyota Etios GD,2011,79000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,22.684992
3248,Volkswagen Polo Petrol Trendline 1.2L,2011,58752,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,16.127232
3249,Honda Civic 2006-2010 1.8 V AT,2011,62000,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,5,18.216
3250,Toyota Etios G SP,2013,132000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,22.83072
3251,Hyundai Verna 1.6 SX VTVT,2016,51000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,31.5744
3252,Toyota Innova 2.5 G4 Diesel 8-seater,2009,185200,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,35.2176
3253,Maruti SX4 S Cross DDiS 320 Zeta,2016,61717,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,43.426944
3254,Ford Freestyle Titanium Plus Petrol,2018,8896,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5,35.654784
3255,Maruti Baleno Alpha 1.2,2016,17000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,33.51744
3256,Honda Jazz V,2016,31378,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,28.65984
3257,Hyundai Verna 1.6 CRDi EX AT,2013,114000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,5,32.7888
3258,Honda Amaze VX i-DTEC,2014,81000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,19.91616
3259,Audi Q3 30 TDI Premium FWD,2017,31000,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5,131.1552
3260,Skoda Rapid 2013-2016 1.6 MPI Ambition,2014,35000,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5,21.8592
3261,Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,60001,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,70.4352
3262,Maruti Swift Dzire VDI,2014,75074,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,25.5024
3263,Tata Indica Vista Quadrajet LS,2012,80000,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5,5.82912
3264,Toyota Innova 2.5 G (Diesel) 8 Seater,2006,147350,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,8,24.04512
3265,Renault Duster 110PS Diesel RxZ Plus,2013,60000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,36.432
3266,Mercedes-Benz E-Class E400 Cabriolet,2015,7501,Petrol,Automatic,First,10.0 kmpl,2996 CC,333 bhp,4,233.1648
3267,Honda Amaze S i-Dtech,2015,58000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,21.61632
3268,Mercedes-Benz GLE 350d,2018,29277,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,289.75584
3269,Maruti Ritz VDi,2015,57034,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,21.276288
3270,Maruti Ciaz ZDi Plus SHVS,2016,40810,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,38.37504
3271,Hyundai Santro Xing GL,2008,35268,Petrol,Manual,Second,0.0 kmpl,1086 CC,62 bhp,5,9.132288
3272,BMW 5 Series 520d Sedan,2008,81000,Diesel,Automatic,Second,18.48 kmpl,,,,51.0048
3273,Maruti Baleno Delta CVT,2018,34630,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,35.411904
3274,Ford Fiesta Diesel Titanium Plus,2012,45122,Diesel,Manual,First,23.5 kmpl,1498 CC,88.7 bhp,5,29.1456
3275,Mahindra XUV500 W8 2WD,2011,126000,Diesel,Manual,Third,16.0 kmpl,2179 CC,140 bhp,7,32.54592
3276,Maruti Alto LXi,2009,63000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,7.2864
3277,Mini Cooper 3 DOOR D,2016,32298,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4,115.61088
3278,Mahindra XUV500 W8 4WD,2014,63288,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,37.743552
3279,Hyundai Santro Xing GLS,2012,43337,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,16.127232
3280,Maruti Swift VDI,2015,46561,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,23.996544
3281,Mercedes-Benz A Class A180 CDI,2013,34000,Diesel,Automatic,Second,20.0 kmpl,2143 CC,107.3 bhp,5,53.4336
3282,Renault KWID RXT,2016,48000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,16.51584
3283,Maruti Swift VDI,2013,56263,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,20.256192
3284,Maruti Zen LXI,2005,84060,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,6.072
3285,Hyundai Grand i10 Magna AT,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,26.47392
3286,Tata Manza Aura Quadrajet BS IV,2012,79000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,12.581184
3287,Mahindra XUV500 W10 AWD,2015,87900,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,58.339776
3288,Maruti Swift Dzire 1.2 Vxi BSIV,2010,72425,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5,11.90112
3289,Audi Q3 35 TDI Quattro Premium Plus,2015,38000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,140.8704
3290,Ford Fiesta 1.4 SXi TDCi,2008,83000,Diesel,Manual,Second,17.8 kmpl,1399 CC,null bhp,5,11.65824
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2010,107000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,58.242624
3292,Honda City i VTEC CVT VX,2015,51000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,38.37504
3293,Toyota Innova 2.5 GX 7 STR,2010,140000,Diesel,Manual,Third,12.8 kmpl,2494 CC,102 bhp,7,30.36
3294,Chevrolet Beat LT,2011,48000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,8.74368
3295,Maruti Wagon R LXI CNG,2013,62000,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5,13.60128
3296,Honda Jazz 1.2 S i VTEC,2015,31000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,23.80224
3297,Nissan Micra XL Primo,2010,75055,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5,10.9296
3298,Maruti Ciaz AT ZXi,2017,51210,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,43.184064
3299,Toyota Fortuner 4x2 AT,2012,87000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,72.864
3300,Ford Aspire Ambiente Diesel,2018,17000,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,27.44544
3301,Maruti Ertiga ZDI,2014,57000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,34.0032
3302,Maruti Alto 800 LXI,2016,9370,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,14.32992
3303,Honda Brio V MT,2013,53226,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,16.03008
3304,Hyundai Verna Transform CRDi VGT SX ABS,2010,120000,Diesel,Manual,Second,16.2 kmpl,1493 CC,110 bhp,5,17.0016
3305,Honda City 1.5 GXI,2007,75055,Petrol,Manual,First,12.8 kmpl,1493 CC,100 bhp,5,11.17248
3306,Hyundai Creta 1.6 CRDi SX,2017,37247,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,66.500544
3307,Toyota Etios Liva GD,2013,64000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,15.05856
3308,Hyundai Sonata Transform 2.4 GDi MT,2014,12000,Petrol,Manual,First,13.44 kmpl,2359 CC,198.25 bhp,5,61.9344
3309,Hyundai Creta 1.6 CRDi SX Option,2017,40158,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,66.792
3310,Honda Jazz 1.2 SV i VTEC,2017,11000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,32.7888
3311,Volkswagen Vento Diesel Comfortline,2014,70010,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,25.5024
3312,Mahindra XUV500 W6 2WD,2015,82000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,42.504
3313,Mahindra TUV 300 2015-2019 T8,2017,57259,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,43.086912
3314,Honda Accord 2001-2003 2.3 VTi L AT,2010,84000,Petrol,Automatic,Second,11.1 kmpl,2354 CC,142 bhp,5,31.5744
3315,Maruti Ertiga VDI,2012,168000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,21.8592
3316,Mahindra Ssangyong Rexton RX5,2012,73670,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7,60.72
3317,Toyota Fortuner 4x2 AT,2014,89540,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,81.60768
3318,Maruti Ertiga ZDI,2016,85423,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,42.504
3319,Hyundai Elantra CRDi SX AT,2013,48823,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,5,41.2896
3320,Hyundai i10 Magna 1.2,2011,35082,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,10.735296
3321,Maruti Omni MPI STD BSIV,2012,126000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5,7.77216
3322,Honda Amaze VX AT i-Vtech,2016,19000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,30.36
3323,Honda Civic 2006-2010 1.8 V AT,2007,69000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5,10.9296
3324,Mercedes-Benz CLA 200 CDI Sport,2019,29836,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,125.0832
3325,Skoda Superb 1.8 TFSI MT,2010,48002,Petrol,Manual,Second,13.14 kmpl,1798 CC,157.8 bhp,5,32.7888
3326,Maruti Ciaz ZDi Plus SHVS,2015,52324,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,30.36
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,65000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,24.77376
3328,Mercedes-Benz M-Class ML 320 CDI,2009,66000,Diesel,Automatic,Second,8.7 kmpl,2987 CC,224.34 bhp,5,52.2192
3329,Hyundai Grand i10 CRDi Sportz,2016,75700,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,27.68832
3330,Volkswagen Vento Diesel Breeze,2013,43000,Diesel,Manual,First,20.5 kmpl,1598 CC,105 bhp,5,28.90272
3331,Chevrolet Beat Diesel LT,2012,42706,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,11.65824
3332,Mahindra Quanto C6,2013,35000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,16.953024
3333,Hyundai i10 Asta 1.2 AT with Sunroof,2011,54348,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,19.4304
3334,Toyota Etios Liva 1.4 GD,2013,84000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,18.70176
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,2010,63298,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,19.18752
3336,Hyundai i10 Magna 1.2,2013,75049,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,14.5728
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,24237,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,32.54592
3338,Maruti Ritz ZXi,2016,22767,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,29.825664
3339,Hyundai i20 Sportz AT 1.4,2012,58000,Petrol,Automatic,Second,15.0 kmpl,1396 CC,98.6 bhp,5,21.37344
3340,Maruti Swift Dzire LDI,2017,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,20.6448
3341,BMW 7 Series 2007-2012 750Li,2010,50161,Petrol,Automatic,First,8.77 kmpl,4395 CC,402 bhp,5,125.957568
3342,Maruti S Cross DDiS 320 Alpha,2016,45000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,34.0032
3343,Toyota Fortuner 4x4 AT,2017,68319,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,122.022912
3344,Hyundai EON 1.0 Magna Plus Option O,2017,30711,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5,21.61632
3345,Hyundai i20 1.4 CRDi Magna,2011,38277,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,11.65824
3346,Volkswagen Vento Diesel Highline,2012,115000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,21.033408
3347,Maruti Swift Dzire VXi AT,2017,46849,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5,33.663168
3348,Hyundai i20 Magna 1.4 CRDi,2014,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,20.6448
3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,130923,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,60.72
3350,Hyundai Grand i10 Sportz,2015,15000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,23.80224
3351,Hyundai i20 1.4 CRDi Sportz,2014,32720,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,21.8592
3352,Renault KWID RXT,2016,12500,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,14.5728
3353,Hyundai Xcent 1.2 Kappa AT SX Option,2015,59800,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5,28.17408
3354,Volkswagen Vento Petrol Highline,2011,54211,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,16.175808
3355,Chevrolet Cruze LTZ AT,2015,62242,Diesel,Automatic,First,14.39 kmpl,1998 CC,163.7 bhp,5,32.157312
3356,Nissan Terrano XL 110 PS,2015,54000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5,27.9312
3357,Hyundai Verna 1.6 SX,2012,65000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,30.11712
3358,Maruti Celerio VXI AMT,2015,55000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,17.0016
3359,Maruti Wagon R LXI,2010,71000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,9.7152
3360,Hyundai i20 Magna Optional 1.4 CRDi,2012,70000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,19.4304
